06001	160
06002	110
06003	229
06004	614
06005	877
06006	713
06007	746
06008	179
06009	349
06010	624
06011	634
06012	098
06013	848
06014	400
06015	800
06016	481
06017	878
06018	884
06019	497
06020	661
06021	051
06022	900
06023	515
06024	686
06025	141
06026	497
06027	460
06028	028
06029	403
06030	964
06031	409
06032	930
06033	667
06034	314
06035	848
06036	891
06037	697
06038	715
06039	446
06040	463
06041	594
06042	710
06043	116
06044	069
06045	846
06046	021
06047	469
06048	138
06049	566
06050	153
06051	225
06052	771
06053	306
06054	835
06055	576
06056	777
06057	666
06058	128
06059	052
06060	985
06061	309
06062	708
06063	817
06064	936
06065	542
06066	277
06067	305
06068	490
06069	396
06070	929
06071	130
06072	419
06073	731
06074	306
06075	274
06076	401
06077	715
06078	321
06079	403
06080	802
06081	976
06082	967
06083	761
06084	737
06085	294
06086	756
06087	160
06088	960
06089	910
06090	467
06091	101
06092	175
06093	605
06094	304
06095	237
06096	149
06097	823
06098	203
06099	596
06100	661
06101	708
06102	040
06103	455
06104	923
06105	883
06106	478
06107	086
06108	008
06109	860
06110	724
06111	594
06112	440
06113	086
06114	913
06115	442
06116	052
06117	332
06118	355
06119	454
06120	166
06121	217
06122	940
06123	084
06124	812
06125	711
06126	133
06127	931
06128	858
06129	880
06130	036
06131	999
06132	714
06133	015
06134	292
06135	171
06136	141
06137	351
06138	128
06139	462
06140	363
06141	688
06142	435
06143	582
06144	626
06145	384
06146	364
06147	195
06148	654
06149	286
06150	848
06151	209
06152	377
06153	014
06154	960
06155	031
06156	134
06157	892
06158	275
06159	072
06160	803
06161	075
06162	348
06163	368
06164	132
06165	127
06166	426
06167	095
06168	519
06169	690
06170	407
06171	114
06172	050
06173	900
06174	357
06175	083
06176	361
06177	867
06178	577
06179	692
06180	207
06181	708
06182	949
06183	553
06184	608
06185	596
06186	215
06187	410
06188	363
06189	404
06190	453
06191	589
06192	211
06193	751
06194	510
06195	995
06196	328
06197	870
06198	001
06199	241
06200	673
06201	982
06202	842
06203	539
06204	820
06205	601
06206	557
06207	377
06208	138
06209	450
06210	085
06211	330
06212	683
06213	126
06214	666
06215	663
06216	334
06217	795
06218	440
06219	790
06220	253
06221	479
06222	718
06223	748
06224	039
06225	340
06226	685
06227	850
06228	559
06229	772
06230	279
06231	645
06232	727
06233	994
06234	666
06235	315
06236	251
06237	683
06238	165
06239	874
06240	072
06241	321
06242	433
06243	435
06244	076
06245	568
06246	410
06247	523
06248	998
06249	448
06250	411
06251	474
06252	068
06253	310
06254	023
06255	501
06256	266
06257	184
06258	158
06259	110
06260	241
06261	473
06262	457
06263	541
06264	520
06265	143
06266	973
06267	691
06268	440
06269	537
06270	083
06271	492
06272	857
06273	849
06274	426
06275	576
06276	935
06277	992
06278	793
06279	146
06280	050
06281	981
06282	043
06283	131
06284	160
06285	342
06286	921
06287	791
06288	316
06289	244
06290	918
06291	671
06292	566
06293	452
06294	152
06295	219
06296	519
06297	308
06298	363
06299	736
06300	846
06301	865
06302	237
06303	677
06304	517
06305	041
06306	417
06307	640
06308	175
06309	807
06310	958
06311	242
06312	689
06313	300
06314	783
06315	064
06316	851
06317	300
06318	503
06319	164
06320	904
06321	641
06322	959
06323	019
06324	147
06325	039
06326	189
06327	683
06328	960
06329	863
06330	455
06331	140
06332	365
06333	173
06334	182
06335	977
06336	460
06337	900
06338	447
06339	638
06340	790
06341	047
06342	695
06343	539
06344	948
06345	676
06346	760
06347	569
06348	644
06349	415
06350	802
06351	509
06352	939
06353	503
06354	283
06355	827
06356	623
06357	015
