10001	591
10002	938
10003	610
10004	496
10005	927
10006	560
10007	281
10008	397
10009	109
10010	875
10011	115
10012	426
10013	969
10014	196
10015	827
10016	111
10017	483
10018	829
10019	260
10020	924
10021	714
10022	217
10023	528
10024	773
10025	858
10026	677
10027	353
10028	740
10029	910
10030	394
10031	514
10032	393
10033	974
10034	075
10035	927
10036	903
10037	474
10038	041
10039	882
10040	072
10041	538
10042	214
10043	357
10044	821
10045	988
10046	796
10047	093
10048	516
10049	423
10050	314
10051	465
10052	065
10053	494
10054	113
10055	131
10056	759
10057	317
10058	023
10059	181
10060	290
10061	397
10062	513
10063	784
10064	706
10065	943
10066	213
10067	305
10068	125
10069	101
10070	174
10071	949
10072	822
10073	932
10074	010
10075	407
10076	349
10077	176
10078	114
10079	843
10080	568
10081	975
10082	719
10083	476
10084	559
10085	972
10086	383
10087	671
10088	470
10089	149
10090	954
10091	913
10092	228
10093	144
10094	848
10095	338
10096	760
10097	893
10098	242
10099	217
10100	732
10101	257
10102	872
10103	081
10104	465
10105	190
10106	342
10107	232
10108	841
10109	027
10110	763
10111	185
10112	263
10113	414
10114	409
10115	938
10116	643
10117	749
10118	105
10119	941
10120	855
10121	056
10122	768
10123	235
10124	743
10125	019
10126	827
10127	077
10128	082
10129	929
10130	020
10131	761
10132	591
10133	086
10134	879
10135	634
10136	076
10137	954
10138	873
10139	156
10140	810
10141	190
10142	232
10143	776
10144	337
10145	667
10146	135
10147	106
10148	268
10149	637
10150	641
10151	304
10152	882
10153	000
10154	207
10155	286
10156	836
10157	852
10158	332
10159	056
10160	161
10161	310
10162	450
10163	820
10164	022
10165	057
10166	503
10167	528
10168	898
10169	861
10170	059
10171	119
10172	147
10173	062
10174	756
10175	345
10176	001
10177	289
10178	176
10179	760
10180	526
10181	379
10182	266
10183	350
10184	837
10185	427
10186	701
10187	019
10188	247
10189	674
10190	935
10191	432
10192	168
10193	623
10194	277
10195	650
10196	948
10197	787
10198	312
10199	486
10200	493
10201	700
10202	041
10203	485
10204	535
10205	132
10206	838
10207	468
10208	248
10209	801
10210	828
10211	249
10212	097
10213	720
10214	666
10215	878
10216	688
10217	642
10218	715
10219	748
10220	672
10221	478
10222	130
10223	744
10224	252
10225	068
10226	434
10227	259
10228	519
10229	764
10230	248
10231	613
10232	379
10233	575
10234	354
10235	007
10236	671
10237	175
10238	171
10239	901
10240	402
10241	612
10242	803
10243	280
10244	457
10245	043
10246	535
10247	075
10248	463
10249	692
10250	267
10251	340
10252	665
10253	945
10254	945
10255	914
10256	775
10257	021
10258	557
10259	162
10260	823
10261	794
10262	240
10263	413
10264	178
10265	199
10266	743
10267	036
10268	419
10269	270
10270	897
10271	660
10272	320
10273	815
10274	794
10275	686
10276	665
10277	016
10278	127
10279	407
10280	199
10281	551
10282	144
10283	303
10284	140
10285	016
10286	501
10287	071
10288	916
10289	771
10290	770
10291	129
10292	291
10293	074
10294	090
10295	798
10296	713
10297	374
10298	975
10299	216
10300	084
10301	965
10302	621
10303	449
10304	340
10305	513
10306	642
10307	442
10308	498
10309	377
10310	017
10311	371
10312	970
10313	586
10314	573
10315	855
10316	111
10317	670
10318	050
10319	605
10320	345
10321	608
10322	578
10323	280
10324	298
10325	809
10326	006
10327	506
10328	094
10329	594
10330	378
10331	726
10332	743
10333	805
10334	447
10335	296
10336	568
10337	921
10338	693
10339	040
10340	302
10341	917
10342	794
10343	146
10344	703
10345	020
10346	033
10347	469
10348	097
10349	638
10350	194
10351	245
10352	295
10353	085
10354	537
10355	804
10356	869
10357	510
10358	228
