12001	309
12002	209
12003	750
12004	960
12005	135
12006	882
12007	880
12008	497
12009	166
12010	594
12011	315
12012	224
12013	317
12014	637
12015	180
12016	749
12017	538
12018	030
12019	045
12020	446
12021	967
12022	425
12023	633
12024	997
12025	755
12026	746
12027	263
12028	731
12029	100
12030	982
12031	195
12032	421
12033	865
12034	465
12035	369
12036	287
12037	978
12038	032
12039	757
12040	470
12041	664
12042	001
12043	525
12044	723
12045	026
12046	493
12047	642
12048	875
12049	808
12050	035
12051	302
12052	355
12053	663
12054	103
12055	712
12056	607
12057	608
12058	096
12059	269
12060	492
12061	763
12062	023
12063	128
12064	478
12065	775
12066	648
12067	193
12068	856
12069	693
12070	757
12071	759
12072	795
12073	069
12074	841
12075	537
12076	606
12077	388
12078	122
12079	457
12080	482
12081	922
12082	325
12083	116
12084	618
12085	912
12086	973
12087	544
12088	363
12089	080
12090	549
12091	220
12092	553
12093	002
12094	668
12095	588
12096	870
12097	861
12098	996
12099	405
12100	413
12101	695
12102	077
12103	301
12104	990
12105	382
12106	436
12107	728
12108	758
12109	120
12110	645
12111	810
12112	383
12113	070
12114	850
12115	086
12116	339
12117	665
12118	518
12119	100
12120	436
12121	694
12122	585
12123	234
12124	108
12125	143
12126	507
12127	985
12128	431
12129	368
12130	290
12131	527
12132	659
12133	347
12134	698
12135	987
12136	748
12137	517
12138	537
12139	036
12140	390
12141	214
12142	349
12143	185
12144	923
12145	628
12146	197
12147	502
12148	732
12149	031
12150	828
12151	140
12152	802
12153	746
12154	843
12155	267
12156	862
12157	015
12158	162
12159	543
12160	962
12161	369
12162	832
12163	643
12164	651
12165	364
12166	112
12167	212
12168	405
12169	012
12170	661
12171	242
12172	769
12173	887
12174	875
12175	976
12176	327
12177	694
12178	127
12179	921
12180	277
12181	847
12182	861
12183	245
12184	921
12185	309
12186	247
12187	484
12188	252
12189	083
12190	964
12191	558
12192	928
12193	944
12194	346
12195	626
12196	877
12197	639
12198	619
12199	503
12200	632
12201	803
12202	398
12203	583
12204	108
12205	295
12206	265
12207	030
12208	613
12209	641
12210	393
12211	843
12212	547
12213	297
12214	965
12215	284
12216	873
12217	253
12218	565
12219	152
12220	098
12221	351
12222	099
12223	093
12224	573
12225	652
12226	879
12227	485
12228	108
12229	149
12230	333
12231	908
12232	708
12233	897
12234	418
12235	422
12236	332
12237	739
12238	307
12239	810
12240	167
12241	247
12242	572
12243	237
12244	936
12245	749
12246	578
12247	514
12248	690
12249	412
12250	023
12251	195
12252	670
12253	466
12254	203
12255	132
12256	694
12257	773
12258	913
12259	340
12260	442
12261	401
12262	869
12263	799
12264	797
12265	419
12266	181
12267	343
12268	339
12269	625
12270	992
12271	140
12272	989
12273	667
12274	267
12275	447
12276	468
12277	994
12278	021
12279	538
12280	718
12281	438
12282	866
12283	166
12284	756
12285	997
12286	304
12287	271
12288	094
12289	034
12290	099
12291	199
12292	646
12293	061
12294	005
12295	103
12296	407
12297	156
12298	408
12299	925
12300	539
12301	706
12302	317
12303	764
12304	150
12305	042
12306	057
12307	974
12308	921
12309	071
12310	899
12311	743
12312	831
12313	743
12314	181
12315	371
12316	709
12317	315
12318	110
12319	286
12320	428
12321	936
12322	524
12323	889
12324	114
12325	656
12326	814
12327	310
12328	644
12329	595
12330	534
12331	382
12332	523
12333	744
12334	006
12335	493
12336	250
12337	576
12338	097
12339	294
12340	046
12341	204
12342	373
12343	296
12344	293
12345	896
12346	992
12347	576
12348	851
12349	266
12350	676
12351	035
12352	123
12353	823
12354	779
12355	636
12356	546
12357	194
12358	554
12359	309
