07001	019
07002	484
07003	733
07004	313
07005	736
07006	255
07007	459
07008	558
07009	504
07010	735
07011	193
07012	035
07013	550
07014	814
07015	916
07016	441
07017	956
07018	529
07019	652
07020	481
07021	577
07022	305
07023	581
07024	296
07025	392
07026	344
07027	790
07028	748
07029	575
07030	747
07031	975
07032	551
07033	928
07034	414
07035	409
07036	485
07037	570
07038	195
07039	712
07040	212
07041	359
07042	393
07043	321
07044	522
07045	400
07046	208
07047	304
07048	418
07049	363
07050	951
07051	892
07052	899
07053	078
07054	204
07055	656
07056	403
07057	668
07058	295
07059	029
07060	987
07061	144
07062	775
07063	326
07064	617
07065	500
07066	889
07067	016
07068	691
07069	683
07070	163
07071	394
07072	914
07073	977
07074	745
07075	071
07076	399
07077	623
07078	666
07079	710
07080	379
07081	827
07082	942
07083	180
07084	811
07085	687
07086	574
07087	905
07088	258
07089	589
07090	071
07091	779
07092	958
07093	368
07094	415
07095	074
07096	845
07097	755
07098	006
07099	304
07100	488
07101	418
07102	245
07103	671
07104	130
07105	177
07106	642
07107	529
07108	653
07109	602
07110	630
07111	296
07112	579
07113	324
07114	810
07115	717
07116	144
07117	209
07118	400
07119	225
07120	735
07121	831
07122	904
07123	790
07124	518
07125	045
07126	425
07127	066
07128	746
07129	952
07130	468
07131	342
07132	724
07133	218
07134	152
07135	762
07136	257
07137	400
07138	190
07139	291
07140	655
07141	731
07142	470
07143	759
07144	391
07145	119
07146	951
07147	336
07148	806
07149	009
07150	505
07151	885
07152	948
07153	321
07154	775
07155	481
07156	859
07157	602
07158	636
07159	012
07160	225
07161	443
07162	407
07163	094
07164	179
07165	073
07166	581
07167	085
07168	539
07169	404
07170	669
07171	772
07172	503
07173	734
07174	212
07175	942
07176	811
07177	848
07178	989
07179	269
07180	701
07181	417
07182	518
07183	480
07184	998
07185	662
07186	208
07187	451
07188	774
07189	505
07190	488
07191	603
07192	014
07193	818
07194	154
07195	537
07196	030
07197	024
07198	942
07199	289
07200	818
07201	284
07202	274
07203	384
07204	033
07205	153
07206	511
07207	828
07208	746
07209	607
07210	476
07211	755
07212	319
07213	138
07214	513
07215	644
07216	492
07217	037
07218	590
07219	862
07220	263
07221	611
07222	801
07223	687
07224	830
07225	592
07226	585
07227	420
07228	141
07229	584
07230	021
07231	482
07232	739
07233	855
07234	302
07235	358
07236	552
07237	047
07238	193
07239	323
07240	675
07241	398
07242	117
07243	492
07244	095
07245	062
07246	884
07247	393
07248	119
07249	360
07250	706
07251	941
07252	882
07253	573
07254	981
07255	692
07256	952
07257	373
07258	173
07259	649
07260	268
07261	235
07262	062
07263	217
07264	696
07265	432
07266	547
07267	838
07268	493
07269	825
07270	781
07271	453
07272	466
07273	052
07274	817
07275	866
07276	669
07277	814
07278	615
07279	498
07280	891
07281	728
07282	631
07283	417
07284	473
07285	301
07286	188
07287	356
07288	573
07289	861
07290	736
07291	661
07292	732
07293	321
07294	605
07295	666
07296	519
07297	947
07298	545
07299	664
07300	908
07301	364
07302	110
07303	700
07304	338
07305	511
07306	507
07307	749
07308	627
07309	334
07310	960
07311	013
07312	784
07313	196
07314	343
07315	816
07316	430
07317	214
07318	125
07319	051
07320	924
07321	494
07322	349
07323	331
07324	112
07325	674
07326	558
07327	423
07328	545
07329	732
07330	124
07331	535
07332	913
07333	284
07334	119
07335	747
07336	785
07337	399
07338	856
07339	450
07340	105
07341	667
07342	606
07343	852
07344	675
07345	476
07346	793
07347	279
07348	992
07349	522
07350	889
07351	558
07352	798
07353	377
07354	239
07355	129
07356	831
07357	495
