14001	687
14002	634
14003	643
14004	955
14005	755
14006	992
14007	283
14008	590
14009	432
14010	645
14011	319
14012	368
14013	613
14014	945
14015	742
14016	224
14017	057
14018	474
14019	610
14020	087
14021	875
14022	969
14023	303
14024	344
14025	683
14026	300
14027	774
14028	805
14029	618
14030	488
14031	204
14032	256
14033	444
14034	335
14035	723
14036	630
14037	809
14038	004
14039	478
14040	068
14041	702
14042	156
14043	854
14044	585
14045	236
14046	248
14047	903
14048	214
14049	392
14050	757
14051	310
14052	793
14053	700
14054	257
14055	761
14056	386
14057	502
14058	210
14059	871
14060	977
14061	819
14062	300
14063	742
14064	361
14065	208
14066	693
14067	072
14068	968
14069	652
14070	911
14071	537
14072	662
14073	036
14074	921
14075	146
14076	559
14077	712
14078	630
14079	206
14080	670
14081	544
14082	934
14083	521
14084	558
14085	623
14086	056
14087	030
14088	404
14089	506
14090	482
14091	495
14092	303
14093	998
14094	285
14095	553
14096	738
14097	389
14098	548
14099	286
14100	170
14101	892
14102	352
14103	250
14104	957
14105	613
14106	970
14107	669
14108	960
14109	965
14110	768
14111	487
14112	429
14113	124
14114	243
14115	645
14116	910
14117	829
14118	182
14119	383
14120	758
14121	743
14122	499
14123	315
14124	701
14125	852
14126	588
14127	341
14128	780
14129	145
14130	211
14131	870
14132	139
14133	650
14134	085
14135	409
14136	840
14137	169
14138	587
14139	764
14140	901
14141	921
14142	594
14143	244
14144	077
14145	612
14146	367
14147	578
14148	180
14149	262
14150	107
14151	391
14152	821
14153	392
14154	115
14155	677
14156	419
14157	575
14158	411
14159	312
14160	045
14161	946
14162	587
14163	668
14164	341
14165	466
14166	316
14167	986
14168	481
14169	279
14170	630
14171	631
14172	843
14173	359
14174	659
14175	347
14176	685
14177	260
14178	077
14179	130
14180	199
14181	806
14182	804
14183	987
14184	397
14185	636
14186	284
14187	876
14188	965
14189	858
14190	597
14191	411
14192	208
14193	531
14194	626
14195	895
14196	883
14197	832
14198	980
14199	648
14200	583
14201	363
14202	627
14203	648
14204	284
14205	272
14206	657
14207	258
14208	241
14209	194
14210	585
14211	697
14212	553
14213	447
14214	770
14215	175
14216	938
14217	354
14218	238
14219	859
14220	628
14221	384
14222	672
14223	444
14224	689
14225	902
14226	675
14227	703
14228	855
14229	681
14230	688
14231	803
14232	119
14233	283
14234	580
14235	330
14236	430
14237	260
14238	425
14239	552
14240	411
14241	143
14242	124
14243	876
14244	122
14245	608
14246	627
14247	714
14248	708
14249	281
14250	180
14251	424
14252	902
14253	298
14254	031
14255	395
14256	767
14257	194
14258	718
14259	551
14260	578
14261	988
14262	941
14263	304
14264	395
14265	502
14266	582
14267	162
14268	621
14269	942
14270	275
14271	392
14272	478
14273	370
14274	361
14275	897
14276	460
14277	669
14278	209
14279	066
14280	524
14281	339
14282	684
14283	150
14284	670
14285	139
14286	667
14287	738
14288	100
14289	475
14290	076
14291	073
14292	802
14293	081
14294	817
14295	829
14296	924
14297	161
14298	011
14299	557
14300	605
14301	213
14302	605
14303	949
14304	041
14305	474
14306	391
14307	642
14308	429
14309	461
14310	963
14311	296
14312	308
14313	192
14314	713
14315	312
14316	678
14317	041
14318	382
14319	774
14320	182
14321	974
14322	667
14323	945
14324	935
14325	288
14326	978
14327	088
14328	362
14329	785
14330	614
14331	287
14332	330
14333	437
14334	142
14335	407
14336	513
14337	668
14338	917
14339	649
14340	370
14341	773
14342	797
14343	614
14344	209
14345	695
14346	351
14347	998
14348	522
14349	771
14350	223
14351	505
14352	727
14353	515
14354	713
14355	773
14356	371
14357	610
